VideoId	Title	PublishedAt	ThumbnailURL	GameName
Y1mPLhc7zSg	【zatu】GW【メリッサ・キンレンカ/にじさんじ】	2021-04-30T23:12:13Z	https://i.ytimg.com/vi/Y1mPLhc7zSg/default.jpg	
tONZmI1_v7o	【NUTS】リスをみる【メリッサ・キンレンカ/にじさんじ】	2021-04-29T12:16:36Z	https://i.ytimg.com/vi/tONZmI1_v7o/default.jpg	NUTS
1gTp25xDql4	【Detroit: Become Human】完全初見もうじき終わるやもしれんらしい【メリッサ・キンレンカ/にじさんじ】	2021-04-19T13:39:33Z	https://i.ytimg.com/vi/1gTp25xDql4/default.jpg	Detroit: Become Human
Hf4pYrI9XJU	【みんなで空気読み。】空気の食べ過ぎで空気なった【メリッサ・キンレンカ/にじさんじ】	2021-04-19T14:27:15Z	https://i.ytimg.com/vi/Hf4pYrI9XJU/default.jpg	みんなで空気読み。
0be4Hj49IPI	【あつまれどうぶつの森】深夜にどうもりするかい【メリッサ・キンレンカ/にじさんじ】	2021-04-20T15:13:13Z	https://i.ytimg.com/vi/0be4Hj49IPI/default.jpg	あつまれ どうぶつの森
tj2Q8RJWTME	【雑談】１０００万ってクラス何個ぶん【メリッサ・キンレンカ/にじさんじ】	2021-04-19T13:37:14Z	https://i.ytimg.com/vi/tj2Q8RJWTME/default.jpg	
LcywIS4Y3Vs	【雑談】おひるやんやんま【メリッサ・キンレンカ/にじさんじ】	2021-04-14T04:34:50Z	https://i.ytimg.com/vi/LcywIS4Y3Vs/default.jpg	
AfHB5Wy0P0U	【雑談】二度寝のスポンサー【メリッサ・キンレンカ/にじさんじ】	2021-04-09T21:25:39Z	https://i.ytimg.com/vi/AfHB5Wy0P0U/default.jpg	
F_B1dtqmiJM	【ウマ娘】うまうまうま【メリッサ・キンレンカ/にじさんじ】	2021-04-08T01:11:14Z	https://i.ytimg.com/vi/F_B1dtqmiJM/default.jpg	ウマ娘 プリティーダービー
X7RWGU_SuSY	【雑談】ねむりのすぽんさー【メリッサ・キンレンカ/にじさんじ】	2021-04-05T15:49:33Z	https://i.ytimg.com/vi/X7RWGU_SuSY/default.jpg	
Tc4D33BObEo	【雑談】ほんまかこんにゃく【メリッサ・キンレンカ/にじさんじ】	2021-03-28T13:49:35Z	https://i.ytimg.com/vi/Tc4D33BObEo/default.jpg	
xz0iriPFNcA	エンヴィーベイビー/ メリッサ・キンレンカ Cover	2021-03-27T12:46:24Z	https://i.ytimg.com/vi/xz0iriPFNcA/default.jpg	
Rf-ZtMtKQgk	【雑談】麦茶になるコーヒー【メリッサ・キンレンカ/にじさんじ】	2021-03-27T07:00:41Z	https://i.ytimg.com/vi/Rf-ZtMtKQgk/default.jpg	
LUjc-o--dZY	【ざつだん】おひさしぶり【メリッサ・キンレンカ/にじさんじ】	2021-03-23T00:12:29Z	https://i.ytimg.com/vi/LUjc-o--dZY/default.jpg	
eKXxflQwzao	【Detroit: Become Human】完全初見５話【メリッサ・キンレンカ/にじさんじ】	2021-03-07T11:53:24Z	https://i.ytimg.com/vi/eKXxflQwzao/default.jpg	Detroit: Become Human
GqHbyDzJTR8	【雑談】あさかつどん【メリッサ・キンレンカ/にじさんじ】	2021-03-07T11:52:21Z	https://i.ytimg.com/vi/GqHbyDzJTR8/default.jpg	
8ZhgEhyxyI0	【Detroit: Become Human】完全初見4話【メリッサ・キンレンカ/にじさんじ】	2021-03-04T10:56:26Z	https://i.ytimg.com/vi/8ZhgEhyxyI0/default.jpg	Detroit: Become Human
xQk4OOmblLs	【雑談】にじふぇすのはなし【メリッサ・キンレンカ/にじさんじ】	2021-02-28T13:00:46Z	https://i.ytimg.com/vi/xQk4OOmblLs/default.jpg	
qAxpEDQkARM	【雑談】アロンアルファじゃなくてアロンアロフア【メリッサ・キンレンカ/にじさんじ】	2021-02-25T21:53:23Z	https://i.ytimg.com/vi/qAxpEDQkARM/default.jpg	
mwTE04Rn8Lg	【Detroit: Become Human】完全初見3【メリッサ・キンレンカ/にじさんじ】	2021-02-22T13:56:42Z	https://i.ytimg.com/vi/mwTE04Rn8Lg/default.jpg	Detroit: Become Human
5wai-i_j9_c	【雑談】久しぶりコメント欄【メリッサ・キンレンカ/にじさんじ】	2021-02-19T14:34:06Z	https://i.ytimg.com/vi/5wai-i_j9_c/default.jpg	
cRmPKhiW1Rk	【エイジオブゼット】ぞっんびー【メリッサ・キンレンカ/にじさんじ】	2021-02-18T13:36:29Z	https://i.ytimg.com/vi/cRmPKhiW1Rk/default.jpg	エイジオブゼット (Age of Z Origins)
FrBl8fyalPs	【Detroit: Become Human】完全初見で進むメリッサ２話【メリッサ・キンレンカ/にじさんじ】	2021-02-16T15:10:50Z	https://i.ytimg.com/vi/FrBl8fyalPs/default.jpg	Detroit: Become Human
pipczLyenyc	【Detroit: Become Human】完全初見【メリッサ・キンレンカ/にじさんじ】	2021-02-14T15:48:22Z	https://i.ytimg.com/vi/pipczLyenyc/default.jpg	Detroit: Become Human
c9XwsZalEWI	ざつのだん【メリッサ・キンレンカ/にじさんじ】	2021-02-11T04:13:21Z	https://i.ytimg.com/vi/c9XwsZalEWI/default.jpg	
4vYZ6IGTSaw	【エイジオブゼット】ぞんぞんぞん、ぞっんびー【メリッサ・キンレンカ/にじさんじ】	2021-02-08T11:48:14Z	https://i.ytimg.com/vi/4vYZ6IGTSaw/default.jpg	エイジオブゼット (Age of Z Origins)
a7mtpY-_mFY	【ポケットモンスター盾】チャンピオンタイム【メリッサ・キンレンカ/にじさんじ】	2021-02-05T23:40:53Z	https://i.ytimg.com/vi/a7mtpY-_mFY/default.jpg	ポケットモンスター シールド
3LOnzQk3GEw	【＃メイフ１周年】とまるんじゃねぇぞ【メリッサ・キンレンカ/にじさんじ】	2021-02-01T12:16:23Z	https://i.ytimg.com/vi/3LOnzQk3GEw/default.jpg	あつまれ！おえかきの森
S_GoLgDZLOU	【一周年】めりっさ【メリッサ・キンレンカ/にじさんじ】	2021-01-31T21:49:51Z	https://i.ytimg.com/vi/S_GoLgDZLOU/default.jpg	
btRFeAtJhr0	【ポケットモンスター盾】やばちゃ【メリッサ・キンレンカ/にじさんじ】	2021-01-30T18:37:37Z	https://i.ytimg.com/vi/btRFeAtJhr0/default.jpg	ポケットモンスター シールド
JjAAR_Gdibw	【２．０お披露目】めりっさよこむけるんか【メリッサ・キンレンカ/にじさんじ】	2021-01-29T12:24:22Z	https://i.ytimg.com/vi/JjAAR_Gdibw/default.jpg	
KcMvNxlvt0Q	【ポケットモンスター盾】さいごのばんさん【メリッサ・キンレンカ/にじさんじ】	2021-01-25T16:51:30Z	https://i.ytimg.com/vi/KcMvNxlvt0Q/default.jpg	ポケットモンスター シールド
40Zyv1NWKjY	【zatu】雑だんしんぐ【メリッサ・キンレンカ/にじさんじ】	2021-01-25T15:37:12Z	https://i.ytimg.com/vi/40Zyv1NWKjY/default.jpg	
8CUTuw-xJgc	celluloid/ メリッサ・キンレンカ Cover	2021-01-24T08:16:44Z	https://i.ytimg.com/vi/8CUTuw-xJgc/default.jpg	
UL7dUtNFveI	????????????	2021-01-15T09:15:30Z	https://i.ytimg.com/vi/UL7dUtNFveI/default.jpg	
8y3eTHQ1uro	【ざつだん】辛いようで辛くないパウダー【メリッサ・キンレンカ/にじさんじ】	2021-01-12T14:41:09Z	https://i.ytimg.com/vi/8y3eTHQ1uro/default.jpg	
oM6NTGemEPs	【#にじさんじ麻雀杯】Ｋ卓たくあん【メリッサ・キンレンカ/にじさんじ】	2021-01-09T06:50:31Z	https://i.ytimg.com/vi/oM6NTGemEPs/default.jpg	雀魂 -じゃんたま-
j3B4P6fcdic	【じゃんたま】めいふってさんまくさくない？【メリッサ・キンレンカ/にじさんじ】	2021-01-06T12:14:27Z	https://i.ytimg.com/vi/j3B4P6fcdic/default.jpg	雀魂 -じゃんたま-
yLFh-VzqYGE	【zatudann】あけおめるてぃーきっす【メリッサ・キンレンカ/にじさんじ】	2021-01-05T01:57:15Z	https://i.ytimg.com/vi/yLFh-VzqYGE/default.jpg	
Psh8tXs1bCg	【マリオ64】たんぱつかものはしかも【メリッサ・キンレンカ/にじさんじ】	2020-12-30T12:47:21Z	https://i.ytimg.com/vi/Psh8tXs1bCg/default.jpg	スーパーマリオ64 (スーパーマリオ 3Dコレクション)
h2YDbhEURZA	メビウス/ メリッサ・キンレンカ Cover	2020-12-29T17:08:01Z	https://i.ytimg.com/vi/h2YDbhEURZA/default.jpg	
oqIyZtYbXJw	メリッサがケーキを食す【メリッサ・キンレンカ/にじさんじ】	2020-12-24T14:01:56Z	https://i.ytimg.com/vi/oqIyZtYbXJw/default.jpg	
gD7fWR-Q1XM	あかぺらこもりうた【メリッサ・キンレンカ/にじさんじ】	2020-12-17T19:18:15Z	https://i.ytimg.com/vi/gD7fWR-Q1XM/default.jpg	
NyiYJyo1XpU	【雑談】鮭？さば？【メリッサ・キンレンカ/にじさんじ】	2020-12-13T21:55:44Z	https://i.ytimg.com/vi/NyiYJyo1XpU/default.jpg	
ChEzSsig_zM	【ポケットモンスター盾】たまに給食たべたい【メリッサ・キンレンカ/にじさんじ】	2020-12-05T21:49:22Z	https://i.ytimg.com/vi/ChEzSsig_zM/default.jpg	ポケットモンスター シールド
egpaWMkxRHE	【雑談】正直、映画見ながらひとり焼肉してみたい【メリッサ・キンレンカ/にじさんじ】	2020-12-01T13:33:15Z	https://i.ytimg.com/vi/egpaWMkxRHE/default.jpg	
3JU6I12H5WU	レッド・パージ！！！/ メリッサ・キンレンカ Cover	2020-11-30T07:46:37Z	https://i.ytimg.com/vi/3JU6I12H5WU/default.jpg	
Hp-g3dpJsSI	【ポケットモンスター盾】最後のばっちなん【メリッサ・キンレンカ/にじさんじ】	2020-11-30T05:46:55Z	https://i.ytimg.com/vi/Hp-g3dpJsSI/default.jpg	ポケットモンスター シールド
ubARV7oxlzw	30分すし	2020-11-30T02:08:14Z	https://i.ytimg.com/vi/ubARV7oxlzw/default.jpg	
JPC3je1WuMI	【雑談】歯医者予約の電話つらい【メリッサ・キンレンカ/にじさんじ】	2020-11-29T03:33:18Z	https://i.ytimg.com/vi/JPC3je1WuMI/default.jpg	
URRdP9TWaLE	【ポケットモンスター盾】カツカレーで勝つ彼【メリッサ・キンレンカ/にじさんじ】	2020-11-26T21:23:00Z	https://i.ytimg.com/vi/URRdP9TWaLE/default.jpg	ポケットモンスター シールド
u-MsOPGQrxk	【雑談】ひさびさあさやね【メリッサ・キンレンカ/にじさんじ】	2020-11-20T22:21:31Z	https://i.ytimg.com/vi/u-MsOPGQrxk/default.jpg	
vjNxb97zafs	【ポケットモンスター盾】スパイス【メリッサ・キンレンカ/にじさんじ】	2020-11-16T13:05:50Z	https://i.ytimg.com/vi/vjNxb97zafs/default.jpg	ポケットモンスター シールド
aFW-IJVsWW8	【雑談】いえいいえいいえいいえい【メリッサ・キンレンカ/にじさんじ】	2020-11-14T09:06:16Z	https://i.ytimg.com/vi/aFW-IJVsWW8/default.jpg	
jTooqX5NCyE	【ポケットモンスター盾】カレー【メリッサ・キンレンカ/にじさんじ】	2020-11-12T07:33:59Z	https://i.ytimg.com/vi/jTooqX5NCyE/default.jpg	ポケットモンスター シールド
QzJYmbtiCdM	【ポケットモンスター盾】オムカレー食べたいたすけて【メリッサ・キンレンカ/にじさんじ】	2020-11-08T23:25:33Z	https://i.ytimg.com/vi/QzJYmbtiCdM/default.jpg	ポケットモンスター シールド
sd8ypVUS4Pg	昼のキッチン【メリッサ・キンレンカ/にじさんじ】	2020-11-07T03:52:21Z	https://i.ytimg.com/vi/sd8ypVUS4Pg/default.jpg	
RvcFH-BOj_k	【ポケットモンスター盾】正直給食のカレー好き【メリッサ・キンレンカ/にじさんじ】	2020-11-04T22:48:43Z	https://i.ytimg.com/vi/RvcFH-BOj_k/default.jpg	ポケットモンスター シールド
oNgXGz29mvA	【ポケットモンスター盾】カレー作れるらしい【メリッサ・キンレンカ/にじさんじ】	2020-11-01T17:34:47Z	https://i.ytimg.com/vi/oNgXGz29mvA/default.jpg	ポケットモンスター シールド
QRUGjx1hj_0	【雑談】米とパンどっち派？【メリッサ・キンレンカ/にじさんじ】	2020-10-27T14:16:58Z	https://i.ytimg.com/vi/QRUGjx1hj_0/default.jpg	
X5VEzYA1C-8	KING / メリッサ・キンレンカ Cover	2020-10-25T13:59:31Z	https://i.ytimg.com/vi/X5VEzYA1C-8/default.jpg	
gkBINNP7CVU	【#メリッサ新衣装】ドキドキするくらいが丁度いい【メリッサ・キンレンカ/にじさんじ】	2020-10-23T09:08:01Z	https://i.ytimg.com/vi/gkBINNP7CVU/default.jpg	
0nmqIaegMEQ	【GHOSTEACHER】メリッサせんせい【メリッサ・キンレンカ/にじさんじ】	2020-10-23T10:01:09Z	https://i.ytimg.com/vi/0nmqIaegMEQ/default.jpg	GHOSTEACHER
lAZApQqaZJE	【雑談】キャンプしてみたくね？？【メリッサ・キンレンカ/にじさんじ】	2020-10-22T16:04:00Z	https://i.ytimg.com/vi/lAZApQqaZJE/default.jpg	
LNNIRBNZRko	寝れない夜のスープづくり～白菜スープの巻き～【メリッサ・キンレンカ/にじさんじ】	2020-10-21T12:17:15Z	https://i.ytimg.com/vi/LNNIRBNZRko/default.jpg	
KRtd3YNu08Q	【牧場物語】第4話 鉱山にする？農業にする？それともりょ、う、り？？【メリッサ・キンレンカ/にじさんじ】	2020-10-19T04:15:27Z	https://i.ytimg.com/vi/KRtd3YNu08Q/default.jpg	牧場物語 再会のミネラルタウン
lACg78Q93Q0	【牧場物語】第３話やっぱり台所は広いほうが嬉しい【メリッサ・キンレンカ/にじさんじ】	2020-10-18T05:37:42Z	https://i.ytimg.com/vi/lACg78Q93Q0/default.jpg	牧場物語 再会のミネラルタウン
my2LHRKj3HA	【雑談】めりっさのへや【メリッサ・キンレンカ/にじさんじ】	2020-10-17T04:37:37Z	https://i.ytimg.com/vi/my2LHRKj3HA/default.jpg	
Xxi-2t6WPfs	【牧場物語】第二話にわにはニワトリがいる【メリッサ・キンレンカ/にじさんじ】	2020-10-15T17:11:19Z	https://i.ytimg.com/vi/Xxi-2t6WPfs/default.jpg	牧場物語 再会のミネラルタウン
Z4F9zpDMAUQ	【牧場物語】ぎゅうにゅうすき【メリッサ・キンレンカ/にじさんじ】	2020-10-15T04:54:15Z	https://i.ytimg.com/vi/Z4F9zpDMAUQ/default.jpg	牧場物語 再会のミネラルタウン
fHzfpTRag7E	眠れない夜のスープづくり【メリッサ・キンレンカ/にじさんじ】	2020-10-13T15:14:16Z	https://i.ytimg.com/vi/fHzfpTRag7E/default.jpg	
XJ5cFNdAYUM	【原神】初冒険【メリッサ・キンレンカ/にじさんじ】	2020-10-11T15:16:16Z	https://i.ytimg.com/vi/XJ5cFNdAYUM/default.jpg	原神
J_U54eDXwgw	雑談,相談とか化粧品【メリッサ・キンレンカ/にじさんじ】	2020-10-06T13:11:24Z	https://i.ytimg.com/vi/J_U54eDXwgw/default.jpg	
1O8pIblsjlQ	【PAYDAY2】銀行強盗【メイフ】	2020-10-02T10:51:01Z	https://i.ytimg.com/vi/1O8pIblsjlQ/default.jpg	PAYDAY 2
_nJxz_3Kgps	こたえるかもしれないし、こたえないかもしれない雑談【メリッサ・キンレンカ/にじさんじ】	2020-09-29T13:04:23Z	https://i.ytimg.com/vi/_nJxz_3Kgps/default.jpg	
o_iEVrqPhSU	【Minecraft】にじ鯖でおうちの資材集め【メリッサ・キンレンカ/にじさんじ】	2020-09-25T23:50:12Z	https://i.ytimg.com/vi/o_iEVrqPhSU/default.jpg	Minecraft
cLIqaqmr2_0	【Minecraft】にじ鯖でおうちづくり【メリッサ・キンレンカ/にじさんじ】	2020-09-21T20:28:46Z	https://i.ytimg.com/vi/cLIqaqmr2_0/default.jpg	Minecraft
HT4ZyBB6Oo0	【雑談】ねむねむのみ【メリッサ・キンレンカ/にじさんじ】	2020-09-20T14:18:19Z	https://i.ytimg.com/vi/HT4ZyBB6Oo0/default.jpg	
StA3_Nc5dzM	就寝御礼/ メリッサ・キンレンカ Cover	2020-09-17T15:06:09Z	https://i.ytimg.com/vi/StA3_Nc5dzM/default.jpg	
wjiHQA-s5DQ	【インターステラー感想枠】ネタバレ注意【メリッサ・キンレンカ/にじさんじ】	2020-09-17T14:59:18Z	https://i.ytimg.com/vi/wjiHQA-s5DQ/default.jpg	
_FYJfCK5G8A	【同時視聴】インターステラー【メリッサ・キンレンカ/にじさんじ】	2020-09-15T09:02:29Z	https://i.ytimg.com/vi/_FYJfCK5G8A/default.jpg	
qRRXasixN2o	【クラフトピア/Craftopia】文明の利器【メリッサ・キンレンカ/にじさんじ】	2020-09-15T19:30:25Z	https://i.ytimg.com/vi/qRRXasixN2o/default.jpg	Craftopia / クラフトピア
VlNIQZ_tdC4	【クラフトピア/Craftopia】おーがにっくぼおたにかる【メリッサ・キンレンカ/にじさんじ】	2020-09-12T07:36:07Z	https://i.ytimg.com/vi/VlNIQZ_tdC4/default.jpg	Craftopia / クラフトピア
V2IawFljAWY	生ハムメロンと夏の怪談終焉【ましろ/夢月ロア/メリッサ・キンレンカ】	2020-09-08T16:06:03Z	https://i.ytimg.com/vi/V2IawFljAWY/default.jpg	
9ER7VsoZo2k	【歌枠】ゆどうふってやっぱポン酢【メリッサ・キンレンカ/にじさんじ】	2020-09-07T22:10:17Z	https://i.ytimg.com/vi/9ER7VsoZo2k/default.jpg	
nYCLWbYYBR4	第3話pepamari【メリッサ・キンレンカ/にじさんじ】	2020-09-07T18:53:07Z	https://i.ytimg.com/vi/nYCLWbYYBR4/default.jpg	ペーパーマリオ オリガミキング
MTgkBDi0esI	30ぷんすしをにぎる【メリッサ・キンレンカ/にじさんじ】	2020-09-03T17:36:46Z	https://i.ytimg.com/vi/MTgkBDi0esI/default.jpg	寿司打
mNlcPjYBDUU	【告知とか】いままでありがとうこれからも【メリッサ・キンレンカ/にじさんじ】	2020-09-01T09:29:29Z	https://i.ytimg.com/vi/mNlcPjYBDUU/default.jpg	
163T7KkGNCY	【ルミアサガ】ちびきゃらめる【メリッサ・キンレンカ/にじさんじ】	2020-09-01T09:18:06Z	https://i.ytimg.com/vi/163T7KkGNCY/default.jpg	ルミア サガ-ちび萌え自由大冒険
u7WXbn7sX34	グァバ記念日【メリッサ・キンレンカ/山神カルタ/にじさんじ】	2020-08-30T13:16:07Z	https://i.ytimg.com/vi/u7WXbn7sX34/default.jpg	
R7jBL9b6_pM	【雑談】かき氷【メリッサ・キンレンカ/にじさんじ】	2020-08-28T12:43:39Z	https://i.ytimg.com/vi/R7jBL9b6_pM/default.jpg	
R5t5q_Ppj9A	【雑談】夜とあけぼの【メリッサ・キンレンカ/にじさんじ】	2020-08-24T14:20:16Z	https://i.ytimg.com/vi/R5t5q_Ppj9A/default.jpg	
Ux7MC-2CipA	【#にじ鯖夏祭り】なつまつりんぐ【にじさんじ】	2020-08-22T10:18:31Z	https://i.ytimg.com/vi/Ux7MC-2CipA/default.jpg	Minecraft
lTrseA--CEQ	ツイキャス【ましろ/夢月ロア/メリッサ・キンレンカ】	2020-08-21T12:51:04Z	https://i.ytimg.com/vi/lTrseA--CEQ/default.jpg	
jZ8IzaM5_ug	【Quest Rooms】多分そう、きっとそう【ましろ/夢月ロア/メリッサ・キンレンカ】	2020-08-21T10:37:12Z	https://i.ytimg.com/vi/jZ8IzaM5_ug/default.jpg	Quest Rooms
TNilcthdDOM	【Fall Guys】hatu【メリッサ・キンレンカ/にじさんじ】	2020-08-20T13:55:01Z	https://i.ytimg.com/vi/TNilcthdDOM/default.jpg	Fall Guys: Ultimate Knockout
PvgGxkl-uGQ	第二話ぺーぱーまりおってどんな香り？【メリッサ・キンレンカ/にじさんじ】	2020-08-20T00:48:15Z	https://i.ytimg.com/vi/PvgGxkl-uGQ/default.jpg	ペーパーマリオ オリガミキング
_vVIV2nVdNI	ペーーーーパーーマリオーーー【メリッサ・キンレンカ/にじさんじ】	2020-08-18T03:46:10Z	https://i.ytimg.com/vi/_vVIV2nVdNI/default.jpg	ペーパーマリオ オリガミキング
f6SGPckTqFU	【雑談】ゆめのはなしとか【メリッサ・キンレンカ/にじさんじ】	2020-08-18T00:42:12Z	https://i.ytimg.com/vi/f6SGPckTqFU/default.jpg	
Ij32F9i6Bq0	【雑談】なんか話し合いすくりーむ【メリッサ・キンレンカ/にじさんじ】	2020-08-14T00:36:37Z	https://i.ytimg.com/vi/Ij32F9i6Bq0/default.jpg	
_kkPodYzKTw	【雑談】雑談という名の献立の話になるん【メリッサ・キンレンカ/にじさんじ】	2020-08-08T19:45:49Z	https://i.ytimg.com/vi/_kkPodYzKTw/default.jpg	
4b0dnOE401g	【FF9】二話　てやんのでい【メリッサ・キンレンカ/にじさんじ】	2020-08-04T11:46:51Z	https://i.ytimg.com/vi/4b0dnOE401g/default.jpg	FINAL FANTASY IX
ZArPzQu_cXE	エンドロール / メリッサ・キンレンカ Cover	2020-08-07T04:28:55Z	https://i.ytimg.com/vi/ZArPzQu_cXE/default.jpg	
i5i2GeaLmyA	【雑談】ためになるかどうかはわからない【メリッサ・キンレンカ/にじさんじ】	2020-08-04T19:02:55Z	https://i.ytimg.com/vi/i5i2GeaLmyA/default.jpg	
zou9Yygn49s	【雑談】半年ありがとっぽぎってからい？【メリッサ・キンレンカ/にじさんじ】	2020-08-02T12:41:29Z	https://i.ytimg.com/vi/zou9Yygn49s/default.jpg	
cpWeq4ke5DY	【FF9】いろいろある【メリッサ・キンレンカ/にじさんじ】	2020-07-30T14:11:26Z	https://i.ytimg.com/vi/cpWeq4ke5DY/default.jpg	FINAL FANTASY IX
eTCze6PlSVw	【雑談】最近のこと【メリッサ・キンレンカ/にじさんじ】	2020-07-27T14:27:36Z	https://i.ytimg.com/vi/eTCze6PlSVw/default.jpg	
qRskCgEjKFQ	【#メイフオフコラボ】今日はパーティーだって【にじさんじ】	2020-07-20T05:41:55Z	https://i.ytimg.com/vi/qRskCgEjKFQ/default.jpg	マリオパーティ9
DAR-p42m1lw	壺鯛貝【メリッサ・キンレンカ/視点】	2020-07-18T10:06:38Z	https://i.ytimg.com/vi/DAR-p42m1lw/default.jpg	Getting Over It with Bennett Foddy
F0CnOI5d1DI	ヒステリックナイトガール / メリッサ・キンレンカ Cover	2020-07-17T09:36:53Z	https://i.ytimg.com/vi/F0CnOI5d1DI/default.jpg	
DShRac6L8jE	壺練習1時間【メリッサ・キンレンカ/フレン・E・ルスタリオ】	2020-07-17T08:12:14Z	https://i.ytimg.com/vi/DShRac6L8jE/default.jpg	Getting Over It with Bennett Foddy
7OPquJI8n5M	【APEX】えぺえぺえぺ【メリッサ・キンレンカ/山神カルタ/レヴィ・エリファ】	2020-07-16T11:43:11Z	https://i.ytimg.com/vi/7OPquJI8n5M/default.jpg	Apex Legends
GXWwRYJncPk	【雑談】おさけ【メリッサ・キンレンカ/にじさんじ】	2020-07-13T13:33:05Z	https://i.ytimg.com/vi/GXWwRYJncPk/default.jpg	
yulCuLeRXzo	【APEX】これはえぺじゃあこれは？？【メリッサ・キンレンカ/にじさんじ】	2020-07-11T15:20:23Z	https://i.ytimg.com/vi/yulCuLeRXzo/default.jpg	Apex Legends
D7b3GmAGIJA	【ドラブラ】たとえば、ミニ、ゲーム【メリッサ・キンレンカ/にじさんじ】	2020-07-10T19:00:55Z	https://i.ytimg.com/vi/D7b3GmAGIJA/default.jpg	コード：ドラゴンブラッド
uprKsFlqm8E	【ファイアーエムブレム風花雪月】深夜の学級、単発【メリッサ・キンレンカ/にじさんじ】	2020-07-09T14:31:51Z	https://i.ytimg.com/vi/uprKsFlqm8E/default.jpg	ファイアーエムブレム 風花雪月
hoWVE3tGo3g	【雑談】さんじのおやつ【メリッサ・キンレンカ/にじさんじ】	2020-07-07T18:17:48Z	https://i.ytimg.com/vi/hoWVE3tGo3g/default.jpg	
